"","election_name","election_date","election_type","locality_name","locality_code","office_name","referendum_title","precinct_name","precinct_code","candidate_name","last_name","candidateId","officeId","referendumId","districtId","DESCRIPTION","district_type","party","office_ballot_order","candidate_ballot_order","total_votes","negative_votes","in_precinct","V24"
"3898","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WISE COUNTY",195,"Member House of Representatives",NA,"302 - EAST STONE GAP","0302","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,9,NA,"302 - EAST STONE GAP",NA
"3899","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WISE COUNTY",195,"Member House of Representatives",NA,"401 - CLINCH VALLEY","0401","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,25,NA,"401 - CLINCH VALLEY",NA
"3900","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WISE COUNTY",195,"Member House of Representatives",NA,"401 - CLINCH VALLEY","0401","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,6,NA,"401 - CLINCH VALLEY",NA
"3901","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WISE COUNTY",195,"Member House of Representatives",NA,"402 - SOUTH COEBURN","0402","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,13,NA,"402 - SOUTH COEBURN",NA
"3902","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WISE COUNTY",195,"Member House of Representatives",NA,"402 - SOUTH COEBURN","0402","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,2,NA,"402 - SOUTH COEBURN",NA
"3903","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WISE COUNTY",195,"Member House of Representatives",NA,"403 - ST PAUL","0403","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,21,NA,"403 - ST PAUL",NA
"3904","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WISE COUNTY",195,"Member House of Representatives",NA,"403 - ST PAUL","0403","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,0,NA,"403 - ST PAUL",NA
"3905","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"## Provisional","###PROV","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,0,NA,"## Provisional",NA
"3906","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"## Provisional","###PROV","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,0,NA,"## Provisional",NA
"3907","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,4,NA,"# AB - Central Absentee Precinct",NA
"3908","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,2,NA,"# AB - Central Absentee Precinct",NA
"3909","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"101 - ROYAL OAK","0101","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,3,NA,"101 - ROYAL OAK",NA
"3910","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"101 - ROYAL OAK","0101","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,0,NA,"101 - ROYAL OAK",NA
"3911","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"102 - RURAL RETREAT","0102","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,22,NA,"102 - RURAL RETREAT",NA
"3912","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"102 - RURAL RETREAT","0102","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,4,NA,"102 - RURAL RETREAT",NA
"3913","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"203 - WEST WYTHEVILLE","0203","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,61,NA,"203 - WEST WYTHEVILLE",NA
"3914","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"203 - WEST WYTHEVILLE","0203","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,14,NA,"203 - WEST WYTHEVILLE",NA
"3915","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"303 - EAST WYTHEVILLE","0303","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,79,NA,"303 - EAST WYTHEVILLE",NA
"3916","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"303 - EAST WYTHEVILLE","0303","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,30,NA,"303 - EAST WYTHEVILLE",NA
"3917","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"401 - FORT CHISWELL","0401","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,9,NA,"401 - FORT CHISWELL",NA
"3918","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"401 - FORT CHISWELL","0401","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,7,NA,"401 - FORT CHISWELL",NA
"3919","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"402 - MAX MEADOWS","0402","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,24,NA,"402 - MAX MEADOWS",NA
"3920","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"402 - MAX MEADOWS","0402","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,3,NA,"402 - MAX MEADOWS",NA
"3921","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"501 - JACKSON MEMORIAL","0501","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,8,NA,"501 - JACKSON MEMORIAL",NA
"3922","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"501 - JACKSON MEMORIAL","0501","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,2,NA,"501 - JACKSON MEMORIAL",NA
"3923","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"502 - SHEFFEY","0502","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,16,NA,"502 - SHEFFEY",NA
"3924","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"502 - SHEFFEY","0502","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,5,NA,"502 - SHEFFEY",NA
"3925","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"601 - HUDDLE","0601","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,9,NA,"601 - HUDDLE",NA
"3926","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"601 - HUDDLE","0601","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,1,NA,"601 - HUDDLE",NA
"3927","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"602 - ZION","0602","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,17,NA,"602 - ZION",NA
"3928","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"602 - ZION","0602","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,7,NA,"602 - ZION",NA
"3929","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"603   EVERGREEN","0603","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,9,NA,"603   EVERGREEN",NA
"3930","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","WYTHE COUNTY",197,"Member House of Representatives",NA,"603   EVERGREEN","0603","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,4,NA,"603   EVERGREEN",NA
"3931","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"## Provisional","###PROV","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
"3932","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"## Provisional","###PROV","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,NA,NA,"## Provisional",NA
"3933","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,8,NA,"# AB - Central Absentee Precinct",NA
"3934","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,7,NA,"# AB - Central Absentee Precinct",NA
"3935","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"001 - FIRST WARD","0001","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,30,NA,"001 - FIRST WARD",NA
"3936","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"001 - FIRST WARD","0001","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,11,NA,"001 - FIRST WARD",NA
"3937","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"002 - SECOND WARD","0002","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,89,NA,"002 - SECOND WARD",NA
"3938","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"002 - SECOND WARD","0002","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,17,NA,"002 - SECOND WARD",NA
"3939","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"003 - THIRD WARD","0003","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,41,NA,"003 - THIRD WARD",NA
"3940","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"003 - THIRD WARD","0003","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,6,NA,"003 - THIRD WARD",NA
"3941","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"004 - FOURTH WARD","0004","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,79,NA,"004 - FOURTH WARD",NA
"3942","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","BRISTOL CITY",520,"Member House of Representatives",NA,"004 - FOURTH WARD","0004","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,11,NA,"004 - FOURTH WARD",NA
"3943","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"## Provisional","###PROV","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
"3944","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"## Provisional","###PROV","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,NA,NA,"## Provisional",NA
"3945","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,10,NA,"# AB - Central Absentee Precinct",NA
"3946","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,3,NA,"# AB - Central Absentee Precinct",NA
"3947","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"101 - PRECINCT 1-1","0101","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,11,NA,"101 - PRECINCT 1-1",NA
"3948","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"101 - PRECINCT 1-1","0101","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,3,NA,"101 - PRECINCT 1-1",NA
"3949","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"201 - PRECINCT 2-1","0201","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,12,NA,"201 - PRECINCT 2-1",NA
"3950","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"201 - PRECINCT 2-1","0201","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,4,NA,"201 - PRECINCT 2-1",NA
"3951","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"301 - PRECINCT 3-1","0301","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,14,NA,"301 - PRECINCT 3-1",NA
"3952","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"301 - PRECINCT 3-1","0301","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,15,NA,"301 - PRECINCT 3-1",NA
"3953","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"401 - PRECINCT 4-1","0401","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,9,NA,"401 - PRECINCT 4-1",NA
"3954","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"401 - PRECINCT 4-1","0401","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,3,NA,"401 - PRECINCT 4-1",NA
"3955","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"501 - PRECINCT 5-1","0501","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,7,NA,"501 - PRECINCT 5-1",NA
"3956","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","COVINGTON CITY",580,"Member House of Representatives",NA,"501 - PRECINCT 5-1","0501","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,2,NA,"501 - PRECINCT 5-1",NA
"3957","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"## Provisional","###PROV","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
"3958","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"## Provisional","###PROV","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,NA,NA,"## Provisional",NA
"3959","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,2,NA,"# AB - Central Absentee Precinct",NA
"3960","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,3,NA,"# AB - Central Absentee Precinct",NA
"3961","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"001 - EAST","0001","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,29,NA,"001 - EAST",NA
"3962","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"001 - EAST","0001","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,17,NA,"001 - EAST",NA
"3963","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"002 - NORTH","0002","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,26,NA,"002 - NORTH",NA
"3964","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"002 - NORTH","0002","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,4,NA,"002 - NORTH",NA
"3965","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"003 - SOUTH","0003","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,30,NA,"003 - SOUTH",NA
"3966","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","GALAX CITY",640,"Member House of Representatives",NA,"003 - SOUTH","0003","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,3,NA,"003 - SOUTH",NA
"3967","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"## Provisional","###PROV","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,0,NA,"## Provisional",NA
"3968","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"## Provisional","###PROV","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,0,NA,"## Provisional",NA
"3969","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,19,NA,"# AB - Central Absentee Precinct",NA
"3970","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,12,NA,"# AB - Central Absentee Precinct",NA
"3971","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"001 - PRECINCT #1","0001","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,67,NA,"001 - PRECINCT #1",NA
"3972","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"001 - PRECINCT #1","0001","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,11,NA,"001 - PRECINCT #1",NA
"3973","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"002 - PRECINCT #2","0002","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,61,NA,"002 - PRECINCT #2",NA
"3974","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"002 - PRECINCT #2","0002","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,12,NA,"002 - PRECINCT #2",NA
"3975","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"003 - PRECINCT #3","0003","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,23,NA,"003 - PRECINCT #3",NA
"3976","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"003 - PRECINCT #3","0003","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,13,NA,"003 - PRECINCT #3",NA
"3977","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"004 - PRECINCT #4","0004","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,39,NA,"004 - PRECINCT #4",NA
"3978","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"004 - PRECINCT #4","0004","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,9,NA,"004 - PRECINCT #4",NA
"3979","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"005 - PRECINCT #5","0005","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,60,NA,"005 - PRECINCT #5",NA
"3980","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"005 - PRECINCT #5","0005","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,10,NA,"005 - PRECINCT #5",NA
"3981","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"006 - PRECINCT #6","0006","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,20,NA,"006 - PRECINCT #6",NA
"3982","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","MARTINSVILLE CITY",690,"Member House of Representatives",NA,"006 - PRECINCT #6","0006","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,10,NA,"006 - PRECINCT #6",NA
"3983","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTON CITY",720,"Member House of Representatives",NA,"## Provisional","###PROV","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,0,NA,"## Provisional",NA
"3984","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTON CITY",720,"Member House of Representatives",NA,"## Provisional","###PROV","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,0,NA,"## Provisional",NA
"3985","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTON CITY",720,"Member House of Representatives",NA,"001 - EAST WARD","0001","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,46,NA,"001 - EAST WARD",NA
"3986","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTON CITY",720,"Member House of Representatives",NA,"001 - EAST WARD","0001","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,6,NA,"001 - EAST WARD",NA
"3987","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","RADFORD CITY",750,"Member House of Representatives",NA,"## Provisional","###PROV","Anthony J. Flaccavento","FLACCAVENTO",37021755,122152235,NA,1811884502,"09","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
"3988","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","RADFORD CITY",750,"Member House of Representatives",NA,"## Provisional","###PROV","Justin D. Santopietro","SANTOPIETRO",2040707173,122152235,NA,1811884502,"09","Congressional","Democratic",3,2,NA,NA,"## Provisional",NA
