"Election","Jurisdiction Name","Reporting County Name","DataEntry Jurisdiction Name","DataEntry Level Name","Office","Office Category","Ballot Order","Name on Ballot","Political Party","Winner","Number of Office Seats","Total Votes"
"2018 Primary Election","Milan","Allen","Allen","Locality","Milan Township Board Member, Allen County","Township Board Member","300","Mark A Bradtmueller","Republican","Yes","3","179"
"2018 Primary Election","Milford","Lagrange","Lagrange","Locality","Milford Township Board Member, Lagrange County","Township Board Member","300","Danny L Young","Republican","No","1","0"
"2018 Primary Election","Milford","Lagrange","Lagrange","Locality","Milford Township Board Member, Lagrange County","Township Board Member","300","R D Wolheter","Republican","Yes","1","0"
"2018 Primary Election","Mill","Grant","Grant","Locality","Mill Township Board Member, Grant County","Township Board Member","300","Charles (Charlie) Armes","Republican","Yes","3","721"
"2018 Primary Election","Mill","Grant","Grant","Locality","Mill Township Board Member, Grant County","Township Board Member","300","Daniel G. Patton","Republican","Yes","3","616"
"2018 Primary Election","Mill","Grant","Grant","Locality","Mill Township Board Member, Grant County","Township Board Member","300","Harold Mccollum","Republican","Yes","3","724"
"2018 Primary Election","Mill Creek Township","Fountain","Fountain","Locality","Millcreek Township Board Member, Fountain County","Township Board Member","300","Catherine Ratcliff","Republican","Yes","3","185"
"2018 Primary Election","Mill Creek Township","Fountain","Fountain","Locality","Millcreek Township Board Member, Fountain County","Township Board Member","300","Mike Parrett","Republican","Yes","3","169"
"2018 Primary Election","Mill Creek Township","Fountain","Fountain","Locality","Millcreek Township Board Member, Fountain County","Township Board Member","300","Ruth Ann Shoaf","Republican","Yes","3","208"
"2018 Primary Election","Miller Townships","Dearborn","Dearborn","Locality","Miller Township Board Member, Dearborn County","Township Board Member","300","Carl Andry","Republican","Yes","3","609"
"2018 Primary Election","Miller Townships","Dearborn","Dearborn","Locality","Miller Township Board Member, Dearborn County","Township Board Member","300","Randy K Bentle","Republican","Yes","3","765"
"2018 Primary Election","Miller Townships","Dearborn","Dearborn","Locality","Miller Township Board Member, Dearborn County","Township Board Member","300","Robert (Bob) Starks","Republican","Yes","3","701"
"2018 Primary Election","Millgrove Township","Steuben","Steuben","Locality","Millgrove Township Board Member, Steuben County","Township Board Member","300","Linda S. Mccrea","Democratic","Yes","3","38"
"2018 Primary Election","Millgrove Township","Steuben","Steuben","Locality","Millgrove Township Board Member, Steuben County","Township Board Member","300","Marlene Walter","Republican","Yes","3","98"
"2018 Primary Election","Millgrove Township","Steuben","Steuben","Locality","Millgrove Township Board Member, Steuben County","Township Board Member","300","Neil Fenstermaker","Democratic","Yes","3","29"
"2018 Primary Election","Millgrove Township","Steuben","Steuben","Locality","Millgrove Township Board Member, Steuben County","Township Board Member","300","Wesley W. Mccrea","Republican","Yes","3","126"
"2018 Primary Election","Milroy","Jasper","Jasper","Locality","Milroy Township Board Member, Jasper County","Township Board Member","300","Larry E Chapman","Republican","Yes","3","41"
"2018 Primary Election","Milroy","Jasper","Jasper","Locality","Milroy Township Board Member, Jasper County","Township Board Member","300","Nevoy S Culp","Republican","Yes","3","58"
"2018 Primary Election","Milroy","Jasper","Jasper","Locality","Milroy Township Board Member, Jasper County","Township Board Member","300","Rick Mcelfresh","Republican","Yes","3","42"
"2018 Primary Election","Milton","Jefferson","Jefferson","Locality","Milton Township Board Member, Jefferson County","Township Board Member","300","Karen L Shuler","Democratic","No","1","0"
"2018 Primary Election","Milton","Jefferson","Jefferson","Locality","Milton Township Board Member, Jefferson County","Township Board Member","300","Sara Baxter Bickis","Democratic","No","1","0"
"2018 Primary Election","Milton","Jefferson","Jefferson","Locality","Milton Township Board Member, Jefferson County","Township Board Member","300","Sharon L Stevens","Democratic","Yes","1","0"
"2018 Primary Election","Mitcheltree","Martin","Martin","Locality","Mitcheltree Township Board Member, Martin County","Township Board Member","300"," Kay Belcher","Republican","Yes","3","52"
"2018 Primary Election","Mitcheltree","Martin","Martin","Locality","Mitcheltree Township Board Member, Martin County","Township Board Member","300","Charity (Belcher) Tolbert","Republican","Yes","3","55"
"2018 Primary Election","Monon","White","White","Locality","Monon Township Board Member, White County","Township Board Member","300","Jennifer T. Annis","Republican","Yes","3","357"
"2018 Primary Election","Monon","White","White","Locality","Monon Township Board Member, White County","Township Board Member","300","Mary A. Goble","Republican","Yes","3","311"
"2018 Primary Election","Monon","White","White","Locality","Monon Township Board Member, White County","Township Board Member","300","Roger D. Young","Republican","Yes","3","268"
"2018 Primary Election","Monroe","Allen","Allen","Locality","Monroe Township Board Member, Allen County","Township Board Member","300","Loren R Grabner","Democratic","Yes","3","55"
"2018 Primary Election","Monroe","Allen","Allen","Locality","Monroe Township Board Member, Allen County","Township Board Member","300","Steve (Skip) Howard","Democratic","Yes","3","50"
"2018 Primary Election","Monroe","Allen","Allen","Locality","Monroe Township Board Member, Allen County","Township Board Member","300","Thomas R Blauvelt","Democratic","Yes","3","52"
"2018 Primary Election","Monroe","Carroll","Carroll","Locality","Monroe Township Board Member, Carroll County","Township Board Member","300","Janice A Marvin","Republican","Yes","3","276"
"2018 Primary Election","Monroe","Carroll","Carroll","Locality","Monroe Township Board Member, Carroll County","Township Board Member","300","Scott D. Sisson","Republican","Yes","3","311"
"2018 Primary Election","Monroe","Carroll","Carroll","Locality","Monroe Township Board Member, Carroll County","Township Board Member","300","Tina Albaugh","Republican","Yes","3","282"
"2018 Primary Election","Monroe","Clark","Clark","Locality","Monroe Township Board Member, Clark County","Township Board Member","300","Harold G Goodlett Jr.","Republican","Yes","3","219"
"2018 Primary Election","Monroe","Clark","Clark","Locality","Monroe Township Board Member, Clark County","Township Board Member","300","Harry Sullivan","Republican","Yes","3","247"
"2018 Primary Election","Monroe","Clark","Clark","Locality","Monroe Township Board Member, Clark County","Township Board Member","300","Thomas B (Tom) Higdon","Democratic","Yes","3","176"
"2018 Primary Election","Monroe","Delaware","Delaware","Locality","Monroe Township Board Member, Delaware County","Township Board Member","300","Ashley Wright","Democratic","Yes","1","160"
"2018 Primary Election","Monroe","Delaware","Delaware","Locality","Monroe Township Board Member, Delaware County","Township Board Member","300","Chris Mccammon","Democratic","No","1","105"
"2018 Primary Election","Monroe","Delaware","Delaware","Locality","Monroe Township Board Member, Delaware County","Township Board Member","300","David Holmes","Republican","No","1","224"
"2018 Primary Election","Monroe","Delaware","Delaware","Locality","Monroe Township Board Member, Delaware County","Township Board Member","300","Robin E Carter","Republican","Yes","1","249"
"2018 Primary Election","Monroe","Grant","Grant","Locality","Monroe Township Board Member, Grant County","Township Board Member","300","Ashley M. Leming","Republican","Yes","3","122"
"2018 Primary Election","Monroe","Grant","Grant","Locality","Monroe Township Board Member, Grant County","Township Board Member","300","Jeff Bernaix","Republican","Yes","3","125"
"2018 Primary Election","Monroe","Grant","Grant","Locality","Monroe Township Board Member, Grant County","Township Board Member","300","John Kerlin","Republican","Yes","3","140"
"2018 Primary Election","Monroe","Howard","Howard","Locality","Monroe Township Board Member, Howard County","Township Board Member","300","Linda A Johnston","Republican","Yes","1","161"
"2018 Primary Election","Monroe","Howard","Howard","Locality","Monroe Township Board Member, Howard County","Township Board Member","300","Timothy G Skaggs","Republican","No","1","117"
"2018 Primary Election","Monroe","Jefferson","Jefferson","Locality","Monroe Township Board Member, Jefferson County","Township Board Member","300","Charles J Gilles","Democratic","Yes","1","0"
"2018 Primary Election","Monroe","Kosciusko","Kosciusko","Locality","Monroe Township Board Member, Kosciusko County","Township Board Member","300","Donald L. Ellison","Republican","Yes","3","81"
"2018 Primary Election","Monroe","Kosciusko","Kosciusko","Locality","Monroe Township Board Member, Kosciusko County","Township Board Member","300","Jack W. Bumgardner","Republican","No","3","72"
"2018 Primary Election","Monroe","Kosciusko","Kosciusko","Locality","Monroe Township Board Member, Kosciusko County","Township Board Member","300","Patrick Landrigan","Republican","Yes","3","107"
"2018 Primary Election","Monroe","Kosciusko","Kosciusko","Locality","Monroe Township Board Member, Kosciusko County","Township Board Member","300","Sonya L. Hathaway","Republican","Yes","3","102"
"2018 Primary Election","Monroe","Morgan","Morgan","Locality","Monroe Township Board Member, Morgan County","Township Board Member","300","Brian Stader","Republican","Yes","3","377"
"2018 Primary Election","Monroe","Morgan","Morgan","Locality","Monroe Township Board Member, Morgan County","Township Board Member","300","Don E. Martin","Republican","Yes","3","324"
"2018 Primary Election","Monroe","Morgan","Morgan","Locality","Monroe Township Board Member, Morgan County","Township Board Member","300","James M. Kaiser","Republican","Yes","3","375"
"2018 Primary Election","Monroe","Pike","Pike","Locality","Monroe Township Board Member, Pike County","Township Board Member","300","Elaine Barrett","Democratic","Yes","1","99"
"2018 Primary Election","Monroe","Pike","Pike","Locality","Monroe Township Board Member, Pike County","Township Board Member","300","Ivan Mason","Democratic","No","1","98"
"2018 Primary Election","Monroe","Pike","Pike","Locality","Monroe Township Board Member, Pike County","Township Board Member","300","Rita L Williams","Democratic","No","1","95"
"2018 Primary Election","Monroe","Pulaski","Pulaski","Locality","Monroe Township Board Member, Pulaski County","Township Board Member","300","Jeremy L. Beckner","Republican","Yes","3","428"
"2018 Primary Election","Monroe","Pulaski","Pulaski","Locality","Monroe Township Board Member, Pulaski County","Township Board Member","300","Marcia Link","Democratic","Yes","3","128"
"2018 Primary Election","Monroe","Pulaski","Pulaski","Locality","Monroe Township Board Member, Pulaski County","Township Board Member","300","Timothy F. Hoffa Jr.","Republican","Yes","3","277"
"2018 Primary Election","Monroe","Putnam","Putnam","Locality","Monroe Township Board Member, Putnam County","Township Board Member","300","Dwight E Griffin","Republican","Yes","3","151"
"2018 Primary Election","Monroe","Putnam","Putnam","Locality","Monroe Township Board Member, Putnam County","Township Board Member","300","Howard D Thomas","Republican","Yes","3","161"
"2018 Primary Election","Monroe","Putnam","Putnam","Locality","Monroe Township Board Member, Putnam County","Township Board Member","300","Pat Inman","Republican","Yes","3","193"
"2018 Primary Election","Monroe","Randolph","Randolph","Locality","Monroe Advisory Board","Township Board Member","300","Charles H Calhoun","Republican","Yes","3","246"
"2018 Primary Election","Monroe","Randolph","Randolph","Locality","Monroe Advisory Board","Township Board Member","300","Jimmy Wyman","Republican","Yes","3","278"
"2018 Primary Election","Monroe","Randolph","Randolph","Locality","Monroe Advisory Board","Township Board Member","300","Sandra K Headland","Republican","No","3","187"
"2018 Primary Election","Monroe","Randolph","Randolph","Locality","Monroe Advisory Board","Township Board Member","300","Shirley A Small","Republican","Yes","3","254"
"2018 Primary Election","Monroe","Washington","Washington","Locality","Monroe Township Board Member, Washington County","Township Board Member","300","Amy Cornett","Republican","Yes","3","80"
"2018 Primary Election","Monroe","Washington","Washington","Locality","Monroe Township Board Member, Washington County","Township Board Member","300","Kay Mills","Republican","Yes","3","74"
"2018 Primary Election","Monroe","Washington","Washington","Locality","Monroe Township Board Member, Washington County","Township Board Member","300","Ruth Gay","Republican","Yes","3","72"
"2018 Primary Election","Monroe Twp","Adams","Adams","Locality","Monroe Township Board Member, Adams County","Township Board Member","300","Brice E Amstutz","Republican","Yes","3","417"
"2018 Primary Election","Monroe Twp","Adams","Adams","Locality","Monroe Township Board Member, Adams County","Township Board Member","300","Nancy Walker","Republican","Yes","3","344"
"2018 Primary Election","Monroe Twp","Adams","Adams","Locality","Monroe Township Board Member, Adams County","Township Board Member","300","Trisha P Moser","Republican","Yes","3","346"
"2018 Primary Election","Montgomery","Gibson","Gibson","Locality","Montgomery Township Board Member, Gibson County","Township Board Member","300","Carl T. Montgomery","Republican","Yes","3","449"
"2018 Primary Election","Montgomery","Gibson","Gibson","Locality","Montgomery Township Board Member, Gibson County","Township Board Member","300","Donald Hale","Democratic","Yes","3","91"
"2018 Primary Election","Montgomery","Gibson","Gibson","Locality","Montgomery Township Board Member, Gibson County","Township Board Member","300","Kay Conklin","Democratic","Yes","3","74"
"2018 Primary Election","Montgomery","Gibson","Gibson","Locality","Montgomery Township Board Member, Gibson County","Township Board Member","300","Keith Armstrong","Democratic","Yes","3","72"
"2018 Primary Election","Montgomery","Jennings","Jennings","Locality","Montgomery Township Board Member, Jennings County","Township Board Member","300","H. Glen Sullivan","Republican","Yes","3","76"
"2018 Primary Election","Montgomery","Jennings","Jennings","Locality","Montgomery Township Board Member, Jennings County","Township Board Member","300","Larry D Short","Democratic","Yes","3","38"
"2018 Primary Election","Montgomery","Owen","Owen","Locality","Montgomery Township Board Member, Owen County","Township Board Member","300","Frank D. Broniszewski","Democratic","Yes","3","0"
"2018 Primary Election","Montgomery","Owen","Owen","Locality","Montgomery Township Board Member, Owen County","Township Board Member","300","Janet Long","Republican","Yes","3","0"
"2018 Primary Election","Moral","Shelby","Shelby","Locality","Moral Township Board Member, Shelby County","Township Board Member","300","Dave Mitchko","Republican","Yes","1","0"
"2018 Primary Election","Moral","Shelby","Shelby","Locality","Moral Township Board Member, Shelby County","Township Board Member","300","David Brattain","Republican","No","1","0"
"2018 Primary Election","Moral","Shelby","Shelby","Locality","Moral Township Board Member, Shelby County","Township Board Member","300","Jeffery W Maurice","Republican","No","1","0"
"2018 Primary Election","Morgan","Harrison","Harrison","Locality","Morgan Township Board Member, Harrison County","Township Board Member","300","Kenneth F Jacobi","Democratic","No","1","160"
"2018 Primary Election","Morgan","Harrison","Harrison","Locality","Morgan Township Board Member, Harrison County","Township Board Member","300","Leland A Krush","Republican","No","1","148"
"2018 Primary Election","Morgan","Harrison","Harrison","Locality","Morgan Township Board Member, Harrison County","Township Board Member","300","Michael J Book","Democratic","Yes","1","169"
"2018 Primary Election","Morgan","Harrison","Harrison","Locality","Morgan Township Board Member, Harrison County","Township Board Member","300","Nancy Perryman","Democratic","No","1","143"
"2018 Primary Election","Morgan","Harrison","Harrison","Locality","Morgan Township Board Member, Harrison County","Township Board Member","300","Travis D Mcafee","Republican","Yes","1","259"
"2018 Primary Election","Morgan","Porter","Porter","Locality","Morgan Township Board Member, Porter County","Township Board Member","300","Andrew  Blastick","Republican","Yes","3","0"
"2018 Primary Election","Morgan","Porter","Porter","Locality","Morgan Township Board Member, Porter County","Township Board Member","300","Lee Kleist","Republican","Yes","3","0"
"2018 Primary Election","Morgan","Porter","Porter","Locality","Morgan Township Board Member, Porter County","Township Board Member","300","Richard  Schultz","Republican","Yes","3","0"
"2018 Primary Election","Mound Township","Warren","Warren","Locality","Mound Township Board Member, Warren County","Township Board Member","300","Byron L. Berger","Republican","Yes","3","41"
"2018 Primary Election","Mound Township","Warren","Warren","Locality","Mound Township Board Member, Warren County","Township Board Member","300","Marsha Fulton","Republican","Yes","3","42"
"2018 Primary Election","Needham","Johnson","Johnson","Locality","Needham Township Board Member, Johnson County","Township Board Member","300","Lucas R. Hendricks","Republican","Yes","3","567"
"2018 Primary Election","Needham","Johnson","Johnson","Locality","Needham Township Board Member, Johnson County","Township Board Member","300","Rawdon (Rod) Staley","Republican","Yes","3","447"
"2018 Primary Election","Needham","Johnson","Johnson","Locality","Needham Township Board Member, Johnson County","Township Board Member","300","Tara Payne","Republican","Yes","3","600"
"2018 Primary Election","Nevins","Vigo","Vigo","Locality","Nevins Township Board Member, Vigo County","Township Board Member","300","Gregg A. P. Lawson","Democratic","Yes","3","132"
"2018 Primary Election","Nevins","Vigo","Vigo","Locality","Nevins Township Board Member, Vigo County","Township Board Member","300","Kelly Stultz Hartzler","Democratic","Yes","3","145"
"2018 Primary Election","Nevins","Vigo","Vigo","Locality","Nevins Township Board Member, Vigo County","Township Board Member","300","Robert E. (Bob) Moreland","Democratic","Yes","3","152"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Aaron Minnich","Republican","No","1","1119"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Ann Carruthers","Republican","No","1","1459"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Bob Hornung","Republican","Yes","1","1519"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Calle Janson","Democratic","No","1","1858"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Carrie J Klaus","Democratic","Yes","1","2114"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Patty Walker","Democratic","No","1","2059"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Rick Cochran","Democratic","No","1","1952"
"2018 Primary Election","New Albany","Floyd","Floyd","Locality","New Albany Township Board Member, Floyd County","Township Board Member","300","Sharon Bagshaw","Republican","No","1","1410"
"2018 Primary Election","New Durham","Laporte","Laporte","Locality","New Durham Township Board Member, Laporte County","Township Board Member","300","James. Ingram","Republican","Yes","1","181"
"2018 Primary Election","New Durham","Laporte","Laporte","Locality","New Durham Township Board Member, Laporte County","Township Board Member","300","Michael Coulter","Democratic","Yes","1","135"
"2018 Primary Election","New Durham","Laporte","Laporte","Locality","New Durham Township Board Member, Laporte County","Township Board Member","300","Suzanne K. Burns","Democratic","No","1","114"
"2018 Primary Election","New Durham","Laporte","Laporte","Locality","New Durham Township Board Member, Laporte County","Township Board Member","300","Warren P. Smith","Republican","No","1","116"
"2018 Primary Election","New Garden","Wayne","Wayne","Locality","New Garden Township Board Member, Wayne County","Township Board Member","300","Jacquelyn D Shroyer","Republican","Yes","3","186"
"2018 Primary Election","New Garden","Wayne","Wayne","Locality","New Garden Township Board Member, Wayne County","Township Board Member","300","Robert E Mcguire","Democratic","Yes","3","22"
"2018 Primary Election","Newcastle","Fulton","Fulton","Locality","Newcastle Township Board Member, Fulton County","Township Board Member","300","Fonscene Craft","Democratic","Yes","3","17"
"2018 Primary Election","Newcastle","Fulton","Fulton","Locality","Newcastle Township Board Member, Fulton County","Township Board Member","300","Teri Adamson","Republican","Yes","3","115"
"2018 Primary Election","Newcastle","Fulton","Fulton","Locality","Newcastle Township Board Member, Fulton County","Township Board Member","300","Virgil Biddinger","Democratic","Yes","3","21"
"2018 Primary Election","Newton","Jasper","Jasper","Locality","Newton Township Board Member, Jasper County","Township Board Member","300","Gary L Tow","Republican","Yes","3","115"
"2018 Primary Election","Newton","Jasper","Jasper","Locality","Newton Township Board Member, Jasper County","Township Board Member","300","Gregory T Miller","Republican","Yes","3","132"
"2018 Primary Election","Newton","Jasper","Jasper","Locality","Newton Township Board Member, Jasper County","Township Board Member","300","Paul Dunlap","Republican","Yes","3","131"
"2018 Primary Election","Newville","Dekalb","Dekalb","Locality","Newville Township Board Member, Dekalb County","Township Board Member","300","Joyce Gengnagel","Republican","Yes","3","46"
"2018 Primary Election","Niles","Delaware","Delaware","Locality","Niles Township Board Member, Delaware County","Township Board Member","300","Paul M Campbell","Republican","Yes","1","141"
"2018 Primary Election","Nineveh","Johnson","Johnson","Locality","Nineveh Township Board Member, Johnson County","Township Board Member","300","Jill L. Jackson","Republican","Yes","3","414"
"2018 Primary Election","Nineveh","Johnson","Johnson","Locality","Nineveh Township Board Member, Johnson County","Township Board Member","300","Kevin J. Jackson","Republican","Yes","3","332"
"2018 Primary Election","Nineveh","Johnson","Johnson","Locality","Nineveh Township Board Member, Johnson County","Township Board Member","300","L. Dale Mitchell","Republican","Yes","3","349"
"2018 Primary Election","Noble","Cass","Cass","Locality","Noble Township Board Member, Cass County","Township Board Member","300","Edward (Ed) Mckaig Jr.","Republican","Yes","1","242"
"2018 Primary Election","Noble","Cass","Cass","Locality","Noble Township Board Member, Cass County","Township Board Member","300","Ted Speicher","Republican","No","1","231"
"2018 Primary Election","Noble","Jay","Jay","Locality","Noble Township Board Member, Jay County","Township Board Member","300","Eldon L Campbell","Republican","No","1","61"
"2018 Primary Election","Noble","Jay","Jay","Locality","Noble Township Board Member, Jay County","Township Board Member","300","Emily J Daugherty","Republican","No","1","61"
"2018 Primary Election","Noble","Jay","Jay","Locality","Noble Township Board Member, Jay County","Township Board Member","300","Jeffrey L Overholser","Republican","Yes","1","81"
"2018 Primary Election","Noble","Laporte","Laporte","Locality","Noble Township Board Member, Laporte County","Township Board Member","300","Glenn A. Schlundt","Republican","Yes","1","107"
"2018 Primary Election","Noble","Laporte","Laporte","Locality","Noble Township Board Member, Laporte County","Township Board Member","300","Wayne Schoof","Republican","No","1","99"
"2018 Primary Election","Noble","Noble","Noble","Locality","Noble Township Board Member, Noble County","Township Board Member","300","Kenna C Gray","Republican","No","1","241"
"2018 Primary Election","Noble","Noble","Noble","Locality","Noble Township Board Member, Noble County","Township Board Member","300","Marla  Berkes","Republican","Yes","1","283"
"2018 Primary Election","Noble","Noble","Noble","Locality","Noble Township Board Member, Noble County","Township Board Member","300","Robb Owen","Democratic","Yes","1","58"
"2018 Primary Election","Noble","Rush","Rush","Locality","Noble Township Board Member, Rush County","Township Board Member","300","Cathy Smith","Republican","Yes","1","133"
"2018 Primary Election","Noble","Rush","Rush","Locality","Noble Township Board Member, Rush County","Township Board Member","300","Jeff Browning","Republican","No","1","119"
"2018 Primary Election","Noble","Rush","Rush","Locality","Noble Township Board Member, Rush County","Township Board Member","300","Ted C Owens","Republican","No","1","129"
"2018 Primary Election","Noble","Shelby","Shelby","Locality","Noble Township Board Member, Shelby County","Township Board Member","300","Daniel W Lewis","Republican","Yes","3","0"
"2018 Primary Election","Noble","Shelby","Shelby","Locality","Noble Township Board Member, Shelby County","Township Board Member","300","George T Crosby","Republican","Yes","3","0"
"2018 Primary Election","Noble","Shelby","Shelby","Locality","Noble Township Board Member, Shelby County","Township Board Member","300","James E. Douglas","Democratic","Yes","3","0"
"2018 Primary Election","Noble","Wabash","Wabash","Locality","Noble Township Board Member, Wabash County","Township Board Member","300","Andrew  Osborne","Democratic","Yes","3","223"
"2018 Primary Election","Noble","Wabash","Wabash","Locality","Noble Township Board Member, Wabash County","Township Board Member","300","Brenda Hegel","Republican","Yes","3","1426"
"2018 Primary Election","Noble","Wabash","Wabash","Locality","Noble Township Board Member, Wabash County","Township Board Member","300","Steven Kirtlan","Republican","Yes","3","1668"
"2018 Primary Election","Noble","Wabash","Wabash","Locality","Noble Township Board Member, Wabash County","Township Board Member","300","William Plummer","Republican","Yes","3","1255"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","J B Bachman","Republican","No","3","1793"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","Jill T Crehan","Democratic","Yes","3","905"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","Joe Arrowood","Republican","Yes","3","3375"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","John B Davis","Republican","Yes","3","3100"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","Paula Jo Gilliam","Democratic","Yes","3","904"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","Peggy R Pfister","Republican","Yes","3","3852"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","Ray Ade, Jr","Republican","No","3","1231"
"2018 Primary Election","Noblesville","Hamilton","Hamilton","Locality","Noblesville Township Board Member, Hamilton County","Township Board Member","300","Terry L Busby","Republican","No","3","2838"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Al Weems  (Jr)","Democratic","No","3","1418"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Darren Taylor","Democratic","No","3","0"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Edwardo D Banda Sr","Democratic","No","3","1717"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","John A Salzeider","Democratic","No","3","2236"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Jovanka IVetic","Democratic","No","3","972"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Katrina D Alexander","Democratic","No","3","3111"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Lisa Salinas-Matonovich","Democratic","Yes","3","7108"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Peter Katic","Democratic","Yes","3","4611"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Philip T King","Democratic","No","3","817"
"2018 Primary Election","North","Lake","Lake","Locality","North Township Board Member, Lake County","Township Board Member","300","Richard J Novak","Democratic","Yes","3","5962"
"2018 Primary Election","North","Marshall","Marshall","Locality","North Township Board Member, Marshall County","Township Board Member","300","Angela Huff","Democratic","Yes","3","77"
"2018 Primary Election","North","Marshall","Marshall","Locality","North Township Board Member, Marshall County","Township Board Member","300","James P. Berger","Democratic","No","3","60"
"2018 Primary Election","North","Marshall","Marshall","Locality","North Township Board Member, Marshall County","Township Board Member","300","Ronnie R. Mccartney","Democratic","Yes","3","71"
"2018 Primary Election","North","Marshall","Marshall","Locality","North Township Board Member, Marshall County","Township Board Member","300","Steven M. Davenport","Democratic","Yes","3","65"
"2018 Primary Election","North Bend","Starke","Starke","Locality","North Bend Township Board Member, Starke County","Township Board Member","300","Richard Wieczorek Sr","Democratic","Yes","1","108"
"2018 Primary Election","North Bend","Starke","Starke","Locality","North Bend Township Board Member, Starke County","Township Board Member","300","Sam Bailey","Republican","Yes","1","76"
"2018 Primary Election","Northeast","Orange","Orange","Locality","Northeast Township Board Member, Orange County","Township Board Member","300","Glen Humphreys","Democratic","No","1","14"
"2018 Primary Election","Northeast","Orange","Orange","Locality","Northeast Township Board Member, Orange County","Township Board Member","300","Robert Holsapple","Democratic","Yes","1","15"
"2018 Primary Election","Northeast","Orange","Orange","Locality","Northeast Township Board Member, Orange County","Township Board Member","300","Terry Kimble","Democratic","No","1","13"
"2018 Primary Election","Northwest","Orange","Orange","Locality","Northwest Township Board Member, Orange County","Township Board Member","300","Darren E. Allen","Republican","Yes","1","30"
"2018 Primary Election","Northwest","Orange","Orange","Locality","Northwest Township Board Member, Orange County","Township Board Member","300","Rana Friedman","Democratic","No","1","8"
"2018 Primary Election","Northwest","Orange","Orange","Locality","Northwest Township Board Member, Orange County","Township Board Member","300","Terri L. Williams","Democratic","Yes","1","9"
"2018 Primary Election","Nottingham","Wells","Wells","Locality","Nottingham Township Board Member, Wells County","Township Board Member","300","Mike Pursifull","Republican","Yes","1","146"
"2018 Primary Election","Nottingham","Wells","Wells","Locality","Nottingham Township Board Member, Wells County","Township Board Member","300","Robert Halterman","Republican","No","1","128"
"2018 Primary Election","Nottingham","Wells","Wells","Locality","Nottingham Township Board Member, Wells County","Township Board Member","300","Robin Gentis","Republican","No","1","136"
"2018 Primary Election","Oak Grove","Benton","Benton","Locality","Oak Grove Township Board Member, Benton County","Township Board Member","300","Cecil Krebs","Republican","Yes","3","145"
"2018 Primary Election","Oak Grove","Benton","Benton","Locality","Oak Grove Township Board Member, Benton County","Township Board Member","300","Sandy Tabert","Republican","Yes","3","113"
"2018 Primary Election","Ohio","Bartholomew","Bartholomew","Locality","Ohio Township Board Member, Bartholomew County","Township Board Member","300","Carolyn Massengale","Republican","Yes","3","230"
"2018 Primary Election","Ohio","Crawford","Crawford","Locality","Ohio Township Board Member, Crawford County","Township Board Member","300","Benjamin Breeden","Republican","No","1","42"
"2018 Primary Election","Ohio","Crawford","Crawford","Locality","Ohio Township Board Member, Crawford County","Township Board Member","300","Gary D Wiseman","Republican","Yes","1","78"
